ファイル,正解,レシピ1,レシピ2,レシピ3
subject3_file_867,0,1.856598702915462,0.8989799567021816,1.6921683759935775
subject3_file_537,0,1.1012521941586666,0.8784517311821435,0.8458349203255937
subject3_file_753,0,0.8185883526442947,0.9755551329350727,1.2916833324600245
subject3_file_335,0,1.5515849064071146,1.3812101982182932,1.7288260121385353
subject3_file_718,0,2.302184078492445,1.2391418502485791,1.5915546537734562
subject3_file_855,0,1.6627637431278888,1.631373624892368,1.4636905735267842
subject3_file_850,0,1.0152844496827151,1.2011157681799256,1.92242332653036
subject3_file_901,0,1.3175505968790215,0.9335975357582014,0.9424710805343595
subject3_file_14,0,0.7461658830550266,1.5400328282897697,0.9522479645735227
subject3_file_85,0,1.8401609205583982,1.2572182832856376,2.149494500096128
subject3_file_36,0,2.3382210520803284,1.1573051981977716,1.4430736016145755
subject3_file_415,0,1.3756971231371569,1.8652001285786988,1.4436685391750514
subject3_file_97,0,0.8488841923800382,0.5355159625495699,1.5058035268024965
subject3_file_554,0,1.2278275567765968,0.9131696279278547,0.7773952732649558
subject3_file_389,0,1.1341339747243813,1.3530837380312344,0.867160072035543
subject3_file_931,0,1.3662959247057238,0.4735471990537198,1.2682499895652561
subject3_file_893,0,0.9785173029610604,1.3032502536919242,1.082713839669385
subject3_file_61,0,1.263060828696577,2.217300142969266,1.0702150105968506
subject3_file_315,0,0.367954734085317,0.9537132323160105,1.5495465020723842
subject3_file_34,0,1.1697712220424212,0.3810626162338916,1.9314133801668512
subject3_file_991,0,1.0269182853918664,0.9073145903527418,1.1583231480629474
subject3_file_246,0,1.6768204070289536,0.24778190836460312,2.114034198854708
subject3_file_146,0,1.497782503390779,1.4287001078284904,1.5466198237397735
subject3_file_104,0,1.3168700327001803,1.3582216984385893,1.9278740923968907
subject3_file_264,0,0.7178339491234137,1.9923750888061695,2.106518300888158
subject3_file_808,0,1.653749992118056,0.40623439981895976,1.0485841766424784
subject3_file_827,0,1.3886852920347568,0.9473141985322862,0.6939986655405606
subject3_file_973,0,2.542979735282339,1.3420524439274892,0.6739107186247519
subject3_file_935,0,1.3350081637719808,1.309758118529461,1.6960816373922294
subject3_file_609,0,1.2716174230273696,2.091027360910133,1.2454239260279527
subject3_file_216,0,1.5302664690806214,1.424408976937376,1.692856892832751
subject3_file_829,0,0.36558298430274405,0.885075801541886,1.5712581714897447
subject3_file_352,0,0.962316670506502,1.2751435456853923,0.8973365945578844
subject3_file_562,0,1.751509903902981,1.5404410406733882,0.7605046683666086
subject3_file_231,0,1.7919970386683812,1.1527997938946604,1.7037609410313848
subject3_file_525,0,1.28743157349554,1.9359541658035377,1.1298803500719745
subject3_file_382,1,1.9793267385066045,1.2333581815180237,1.3115339130460213
subject3_file_526,1,1.3734298128495244,1.7225553400270017,0.2456814940739091
subject3_file_949,1,1.610588953164597,1.1527155889746021,0.4476207871780251
subject3_file_580,1,1.7630735854626554,0.9986006621629957,0.20858009539730515
subject3_file_99,1,0.7221124304222764,1.4977422466040082,0.9666590800180155
subject3_file_610,1,1.638467058751885,0.8260346945427498,1.036307930972912
subject3_file_547,1,1.208204092135829,0.9677655686763487,1.0901065759573285
subject3_file_362,1,1.815462212130262,2.037826730317775,0.382004943156166
subject3_file_56,1,1.6726815731342677,1.1670672069976038,0.4367439587021151
subject3_file_111,1,1.6118837026032535,0.7426535167321298,0.6309131607214079
subject3_file_345,1,1.2652913950410227,0.6407791844862987,1.115242440220294
subject3_file_74,1,1.8133307519153248,1.6684231636359197,0.7916044457396809
subject3_file_507,1,2.2122641501708387,0.3934545564693714,2.039878584204822
subject3_file_775,1,1.1688363232968606,1.3168174170828753,2.232189971134952
subject3_file_817,1,1.135382742792322,1.8430307145073712,1.2679883026735381
subject3_file_462,1,1.4194322920631812,1.376326016298165,0.6860844460374107
subject3_file_684,1,1.008295475825694,1.30216826432104,1.138718592690274
subject3_file_807,1,2.564030790127808,1.7875001847253738,0.6005398451665617
subject3_file_540,1,1.1735156981658044,2.255099897193697,1.1660309748107769
subject3_file_823,1,0.9103305503918566,1.7920109164663285,1.9679869479507568
subject3_file_435,1,1.009119795326977,2.139217849073675,1.7067807808839957
subject3_file_5,1,1.436407058806874,0.6816047190882785,1.0534303687419908
subject3_file_418,1,1.754688952855248,1.2041805320271621,0.3514446822790273
subject3_file_439,1,0.9563709591248084,1.6580036473784219,0.5265458653848651
subject3_file_261,1,1.5113870669123113,0.8690339074172942,0.9358794090210224
subject3_file_727,1,0.7696350354155759,2.6398313126457658,1.008693086104101
subject3_file_559,1,2.0413664834889302,1.3617399333105396,1.2241117304634102
subject3_file_411,1,1.5113369437005237,2.4405092193669704,0.6061743641443702
subject3_file_9,1,1.2179450969246621,0.8172126602178467,1.191265135850764
subject3_file_640,1,1.5462411752040375,1.6590329105044432,0.22408056423091288
subject3_file_43,1,1.0407912132501231,1.7140558901742604,0.3962219506701365
subject3_file_491,1,0.5117697610674217,1.2901566473239248,1.3062168818876918
subject3_file_818,1,1.296623322468603,1.635001420921608,0.29744175425108105
subject3_file_328,1,1.016854706029416,1.709773228236486,0.5571048523493629
subject3_file_251,1,0.9320379745965549,1.0689823915003243,1.2947215687835494
subject3_file_531,1,2.3284757405533165,1.3473942246201824,0.9915460811386668
subject3_file_607,1,1.3617239642005128,1.5248245100844353,0.24094068534330276
subject3_file_67,1,1.111897481519085,1.519625030922805,0.2491210800049405
subject3_file_197,1,0.910164479576317,1.4186941790839602,0.4285459177777729
subject3_file_11,1,1.595318778345387,1.7500679074056769,1.4299067518716189
subject3_file_88,1,1.9587026723586471,1.351922217476386,1.056058008625373
subject3_file_260,1,2.0632753940302386,0.9188521206712248,1.4271375372563007
subject3_file_318,2,1.7610515714116701,0.40720855380257404,1.2921949938709936
subject3_file_388,2,2.1756367124550695,0.25769902654689425,0.23402903418582924
subject3_file_355,2,1.0035238885611244,1.24973314359731,1.18972327375582
subject3_file_391,2,1.8726891134724473,1.330757825849528,0.17722771609776425
subject3_file_849,2,1.3053869870151005,1.2542284634727952,0.3237952716655219
subject3_file_884,2,1.4387353909153777,0.6648543327913989,0.6002311297889913
subject3_file_364,2,1.6066639021756177,0.811317484773971,1.1612095008878147
subject3_file_62,2,1.5621573383157905,0.5742391787150646,1.16163196130498
subject3_file_749,2,1.0834784040197651,0.8687396769357079,1.2866441639415827
subject3_file_695,2,1.1376030214941013,1.3206814441169197,0.6972947934253968
subject3_file_10,2,1.2355610274057338,0.9300956743126678,1.0323108495669622
subject3_file_999,2,2.121597825073091,0.544762883647453,0.3160984579742672
subject3_file_511,2,1.105674456599137,1.1233791570393319,1.1301255277449302
subject3_file_377,2,1.3420594998248547,1.2095744385385685,0.8910459894259459
subject3_file_135,2,1.2369379072637694,1.8419302377630684,0.5635264447471874
subject3_file_974,2,1.2648313769177533,0.8358419493518092,1.115777081887963
subject3_file_853,2,1.3716110711163592,0.5713065386286633,1.4016789863825694
subject3_file_571,2,0.7712240150188381,1.0345322971170812,1.4637474103327741
subject3_file_951,2,1.9367525914879833,0.6976862659880397,0.4420163559589582
subject3_file_207,2,0.8764977575696461,1.5073269828755589,0.9522942334094788
subject3_file_557,2,2.0930570742769463,0.5818526520914235,0.18016010051370732
subject3_file_977,2,1.8009523504451848,0.06487485630603328,1.9724642327337556
subject3_file_402,2,1.7066852515978397,0.7694953460141115,0.4397404324628559
subject3_file_854,2,1.7793688042862956,0.9998364011323787,0.5446060122266319
subject3_file_520,2,1.2667143510027046,1.2273682132894557,0.5955492394001832
